Mesto,Ime,Single,SingleRekord,Average,AverageRekord,Drzava,Poskusi,ImeRunde,IndeksRunde,Leto
33,Filip Barbirič Frank,11.89,,15.44,,si,(18.31) 15.15 17.11 (11.89) 14.06,3x3x3 Cube Second round,1,2022
34,András Orbán,14.37,,15.75,,hu,16.16 (17.78) 16.13 (14.37) 14.97,3x3x3 Cube Second round,1,2022
35,Dušan Zakelšek,13.28,,16.48,,si,16.49 (17.60) 15.60 (13.28) 17.35,3x3x3 Cube Second round,1,2022
36,Anton Kokalj Pezzano,13.26,,16.74,,si,15.18 18.13 16.92 (13.26) (18.83),3x3x3 Cube Second round,1,2022
37,Aljaž Strnad,11.68,,16.89,,si,18.36 14.88 17.42 (18.79) (11.68),3x3x3 Cube Second round,1,2022
38,David Pevec,15.62,,17.15,,si,17.64 (19.00) 16.32 (15.62) 17.49,3x3x3 Cube Second round,1,2022
39,Matej Brkić,14.72,,17.25,,si,(14.72) 15.30 (24.29) 19.62 16.82,3x3x3 Cube Second round,1,2022
40,Jernej Omulec,16.18,,17.26,,si,16.41 17.38 (20.12) (16.18) 17.99,3x3x3 Cube Second round,1,2022
41,Tadej Aleš,14.94,,17.36,,si,18.89 16.70 (19.92) 16.48 (14.94),3x3x3 Cube Second round,1,2022
42,Tajda Horvat,17.09,,18.07,,si,17.63 18.75 (17.09) 17.84 (20.99),3x3x3 Cube Second round,1,2022
43,Jon Napotnik,14.18,,18.16,,si,16.85 18.99 (20.83) (14.18) 18.63,3x3x3 Cube Second round,1,2022
44,Jakob Hladnik,16.00,,18.44,,si,(26.09) 18.84 16.67 19.80 (16.00),3x3x3 Cube Second round,1,2022
45,Tino Joksch,13.56,,18.45,,at,16.88 18.56 (13.56) 19.92 (20.87),3x3x3 Cube Second round,1,2022
46,Juš Mrvar,16.13,,18.76,,si,19.34 19.20 17.74 (23.90) (16.13),3x3x3 Cube Second round,1,2022
47,Branko Kobal,18.54,,19.52,,si,(20.46) (18.54) 19.88 19.64 19.04,3x3x3 Cube Second round,1,2022
48,Maj Rakar,17.10,,19.95,,si,(17.10) 18.89 (21.87) 20.77 20.18,3x3x3 Cube Second round,1,2022
49,Jernej Šubelj,16.58,,20.53,,si,20.08 21.18 (16.58) (21.73) 20.32,3x3x3 Cube Second round,1,2022
50,Tomaž Saje,17.89,,20.97,,si,19.65 22.53 (17.89) (DNF) 20.73,3x3x3 Cube Second round,1,2022
51,Marko Obradović,18.97,,21.83,,si,(24.39) 24.06 (18.97) 21.24 20.19,3x3x3 Cube Second round,1,2022
52,Noah Treichler,20.51,,22.27,,at,21.47 (20.51) 20.90 (26.03) 24.44,3x3x3 Cube Second round,1,2022
53,Filip Judež,18.13,,22.94,,si,31.86 18.33 (DNF) (18.13) 18.64,3x3x3 Cube Second round,1,2022
54,Danijel Bajsić,22.08,,24.40,,hr,24.82 (22.08) 25.13 (32.15) 23.26,3x3x3 Cube Second round,1,2022
55,Filip Ugovšek,18.24,,24.54,,si,21.87 (26.97) 26.34 (18.24) 25.42,3x3x3 Cube Second round,1,2022
56,Gal Brumec,21.31,,25.43,,si,26.48 (21.31) 27.53 22.27 (39.18),3x3x3 Cube Second round,1,2022
57,Dávid Szabó,20.72,,27.68,,hu,(34.05) (20.72) 28.33 29.68 25.02,3x3x3 Cube Second round,1,2022
58,Matej Bolta,11.84,,DNF,,si,11.94 DNF 15.50 (11.84) (DNF),3x3x3 Cube Second round,1,2022
